record_date,hour_of_day,city,corridor,congestion_index,avg_speed_kmph,incident_reported,road_closure
2024-06-19,23,Jaipur,Ring Road,0.518,31.3,0,0
2024-06-19,7,Bengaluru,Central Market,0.585,20.9,0,0
2024-06-19,10,Bengaluru,IT Corridor,0.148,49.9,0,0
2024-06-19,13,Bengaluru,Airport Link,0.173,54.3,1,0
2024-06-19,17,Bengaluru,Industrial Belt,0.64,13.6,0,0
2024-06-19,20,Bengaluru,Industrial Belt,0.38,42.2,0,1
2024-06-19,23,Bengaluru,Ring Road,0.389,39.8,0,0
2024-06-19,7,Hyderabad,Central Market,0.678,18.5,1,0
2024-06-19,10,Hyderabad,Old Town Bypass,6.9,50.5,1,0
2024-06-19,13,Hyderabad,Industrial Belt,0.282,45.0,0,0
2024-06-19,17,Hyderabad,Central Market,0.69,13.0,0,0
2024-06-19,20,Hyderabad,Central Market,0.717,19.1,1,0
2024-06-19,23,Hyderabad,Ring Road,0.275,40.4,0,0
2024-06-19,7,Lucknow,IT Corridor,0.573,24.9,1,0
2024-06-19,10,Lucknow,IT Corridor,0.272,44.2,0,0
2024-06-19,13,Lucknow,Central Market,0.159,unknown,1,0
2024-06-19,17,Lucknow,IT Corridor,0.454,29.9,1,0
2024-06-19,20,Lucknow,NH-44 Stretch,0.625,19.5,0,0
2024-06-19,23,Lucknow,IT Corridor,0.41,28.6,0,0
2024-06-19,7,Bhubaneswar,Port Access Rd,0.668,25.0,0,1
2024-06-19,10,Bhubaneswar,NH-44 Stretch,21.4,49.1,0,0
2024-06-19,13,Bhubaneswar,Airport Link,0.321,39.1,0,0
2024-06-19,17,Bhubaneswar,NH-44 Stretch,76.0,18.2,0,0
2024-06-19,20,Bhubaneswar,Industrial Belt,59.4,28.9,0,0
2024-06-19,23,Bhubaneswar,Ring Road,0.19,51.7,0,0
2024-06-19,7,Coimbatore,NH-44 Stretch,0.765,8.2,0,0
2024-06-19,10,Coimbatore,Airport Link,32.0,40.5,0,0
2024-06-19,13,Coimbatore,NH-44 Stretch,0.318,42.3,0,0
2024-06-19,17,Coimbatore,Industrial Belt,0.331,36.6,0,0
2024-06-19,20,Coimbatore,Industrial Belt,0.422,35.3,0,0
2024-06-19,23,Coimbatore,Port Access Rd,12.4,47.8,1,0
2024-06-19,7,Visakhapatnam,Industrial Belt,0.684,17.0,0,1
2024-06-19,10,Visakhapatnam,Port Access Rd,0.095,56.6,1,0
2024-06-19,13,Visakhapatnam,Port Access Rd,0.31,31.8,1,0
2024-06-19,17,Visakhapatnam,IT Corridor,0.534,23.1,1,0
2024-06-19,20,Visakhapatnam,Port Access Rd,0.56,  ,0,0
2024-06-19,23,Visakhapatnam,Industrial Belt,0.247,45.9,0,0
2024-06-19,7,Nagpur,IT Corridor,0.653,17.3,0,0
2024-06-19,10,Nagpur,Port Access Rd,15.0,53.1,0,0
2024-06-19,13,Nagpur,IT Corridor,22.7,48.3,0,0
2024-06-19,17,Nagpur,Airport Link,0.654,17.1,0,0
2024-06-19,20,Nagpur,Industrial Belt,45.5,27.1,0,0
2024-06-19,23,Nagpur,Industrial Belt,0.329,39.6,0,0
2024-06-19,7,Chandigarh,IT Corridor,0.69,22.8,0,0
2024-06-19,10,Chandigarh,Old Town Bypass,0.182,44.9,0,0
2024-06-19,13,Chandigarh,Airport Link,0.383,36.6,0,0
2024-06-19,17,Chandigarh,Central Market,0.582,19.6,1,1
2024-06-19,20,Chandigarh,Ring Road,65.9,24.0,0,0
2024-06-19,23,Chandigarh,Old Town Bypass,17.8,50.2,1,0
2024-06-19,7,Kolkata,Ring Road,0.726,16.8,0,1
2024-06-19,10,Kolkata,Ring Road,0.291,36.8,0,0
2024-06-19,13,Kolkata,Central Market,0.523,28.5,0,0
2024-06-19,17,Kolkata,Port Access Rd,0.735,,0,0
2024-06-19,20,Kolkata,Old Town Bypass,47.8,27.8,0,0
2024-06-19,23,Kolkata,IT Corridor,36.4,30.2,0,0
2024-06-19,7,Madurai,Old Town Bypass,0.834,15.5,0,0
2024-06-19,10,Madurai,Central Market,0.079,52.3,0,0
2024-06-19,13,Madurai,IT Corridor,33.4,39.6,0,0
2024-06-19,17,Madurai,Ring Road,0.744,14.1,0,0
2024-06-19,20,Madurai,Port Access Rd,61.8,,0,0
2024-06-19,23,Madurai,Old Town Bypass,0.355,36.0,0,0
2024-06-19,7,Kochi,Airport Link,0.315,35.8,0,0
2024-06-19,10,Kochi,Port Access Rd,0.455,39.2,1,0
2024-06-19,13,Kochi,Port Access Rd,0.582,24.7,0,0
2024-06-19,17,Kochi,Industrial Belt,0.246,41.8,1,0
2024-06-19,20,Kochi,Port Access Rd,0.583,24.0,0,0
2024-06-19,23,Kochi,Central Market,0.289,41.4,0,0
2024-06-21,7,Lucknow,IT Corridor,0.635,25.0,0,0
2024-06-21,10,Lucknow,Ring Road,0.03,62.2,0,0
2024-06-21,13,Lucknow,Old Town Bypass,43.4,32.0,0,0
2024-06-21,17,Lucknow,Ring Road,0.533,32.8,0,0
2024-06-21,20,Lucknow,NH-44 Stretch,0.265,44.9,0,0
2024-06-21,23,Lucknow,Central Market,0.483,34.0,0,0
2024-06-21,7,Gurugram,Old Town Bypass,70.3,15.0,1,0
2024-06-21,10,Gurugram,NH-44 Stretch,0.191,44.4,0,0
2024-06-21,13,Gurugram,Airport Link,68.3,16.6,1,0
2024-06-21,17,Gurugram,IT Corridor,0.77,,0,0
2024-06-21,20,Gurugram,Ring Road,0.686,22.2,0,0
2024-06-21,23,Gurugram,IT Corridor,0.291,40.5,0,1
2024-06-21,7,Mumbai,Industrial Belt,0.495,31.3,0,0
2024-06-21,10,Mumbai,Port Access Rd,0.084,53.2,0,0
2024-06-21,13,Mumbai,Central Market,0.172,49.0,0,0
2024-06-21,17,Mumbai,Airport Link,57.3,25.0,0,0
2024-06-21,20,Mumbai,Airport Link,0.607,25.2,0,0
2024-06-21,23,Mumbai,NH-44 Stretch,35.4,36.0,0,0
2024-06-21,7,Chandigarh,Old Town Bypass,0.545,26.1,0,0
2024-06-21,10,Chandigarh,Airport Link,0.199,44.6,0,0
2024-06-21,13,Chandigarh,Airport Link,0.392,31.3,1,0
2024-06-21,17,Chandigarh,IT Corridor,0.936,9.0,0,0
2024-06-21,20,Chandigarh,Industrial Belt,0.639,26.8,0,0
2024-06-21,23,Chandigarh,Central Market,0.287,43.2,0,0
2024-06-21,7,Hyderabad,Industrial Belt,69.3,20.1,0,0
2024-06-21,10,Hyderabad,Central Market,0.373,34.0,0,0
2024-06-21,13,Hyderabad,NH-44 Stretch,0.215,56.4,0,1
2024-06-21,17,Hyderabad,Industrial Belt,49.1,27.9,1,0
2024-06-21,20,Hyderabad,Old Town Bypass,0.643,24.4,0,0
2024-06-21,23,Hyderabad,Central Market,7.5,57.2,0,0
2024-06-21,7,Kochi,Port Access Rd,0.393,39.3,0,0
2024-06-21,10,Kochi,Industrial Belt,0.372,37.5,0,0
2024-06-21,13,Kochi,Central Market,0.285,40.4,1,0
2024-06-21,17,Kochi,NH-44 Stretch,0.276,50.0,0,0
2024-06-21,20,Kochi,Central Market,59.5,23.9,0,0
2024-06-21,23,Kochi,Central Market,0.515,25.8,1,0
2024-06-21,7,Ahmedabad,Ring Road,0.576,24.5,1,0
2024-06-21,10,Ahmedabad,Airport Link,11.2,54.9,1,0
2024-06-21,13,Ahmedabad,IT Corridor,0.492,36.4,0,0
2024-06-21,17,Ahmedabad,NH-44 Stretch,0.724,11.8,0,0
2024-06-21,20,Ahmedabad,Airport Link,45.7,32.3,0,0
2024-06-21,23,Ahmedabad,Airport Link,0.245,43.8,0,0
2024-06-21,7,Kolkata,Industrial Belt,0.513,28.1,0,0
2024-06-21,10,Kolkata,Central Market,0.286,39.5,1,0
2024-06-21,13,Kolkata,Ring Road,0.539,31.4,0,0
2024-06-21,17,Kolkata,Ring Road,0.615,25.1,1,0
2024-06-21,20,Kolkata,NH-44 Stretch,0.529,27.2,1,1
2024-06-21,23,Kolkata,Industrial Belt,37.8,41.7,1,0
2024-06-21,7,Nagpur,IT Corridor,0.699,14.7,0,0
2024-06-21,10,Nagpur,Ring Road,0.03,  ,1,1
2024-06-21,13,Nagpur,Ring Road,0.385,35.5,0,0
2024-06-21,17,Nagpur,Port Access Rd,0.651,21.7,0,0
2024-06-21,20,Nagpur,NH-44 Stretch,0.548,29.3,0,0
2024-06-21,23,Nagpur,Ring Road,26.6,46.3,0,0
2024-06-21,7,Visakhapatnam,IT Corridor,75.3,16.7,0,0
2024-06-21,10,Visakhapatnam,IT Corridor,0.14,44.9,0,0
2024-06-21,13,Visakhapatnam,Central Market,0.609,27.0,0,0
2024-06-21,17,Visakhapatnam,Old Town Bypass,31.0,40.5,0,0
2024-06-21,20,Visakhapatnam,Industrial Belt,0.594,25.1,0,0
2024-06-21,23,Visakhapatnam,NH-44 Stretch,0.421,29.5,0,0
2024-06-21,7,Jaipur,Ring Road,0.491,31.7,1,0
2024-06-21,10,Jaipur,Port Access Rd,31.7,39.2,0,1
2024-06-21,13,Jaipur,Airport Link,24.6,48.6,0,0
2024-06-21,17,Jaipur,Ring Road,0.637,18.9,1,0
2024-06-21,20,Jaipur,Port Access Rd,0.545,26.3,1,0
2024-06-21,23,Jaipur,IT Corridor,0.298,44.0,0,0
2024-06-21,7,Pune,Industrial Belt,0.638,23.2,0,0
2024-06-21,10,Pune,IT Corridor,0.494,25.6,0,0
2024-06-21,13,Pune,Industrial Belt,0.371,35.9,1,0
2024-06-21,17,Pune,Industrial Belt,0.363,37.8,0,0
2024-06-21,20,Pune,Port Access Rd,0.499,32.7,0,0
2024-06-21,23,Pune,Port Access Rd,0.301,43.6,0,0
2024-06-23,7,Kolkata,Airport Link,0.216,46.1,0,0
2024-06-23,10,Kolkata,Central Market,0.03,58.2,1,0
2024-06-23,13,Kolkata,Industrial Belt,0.222,51.2,1,0
2024-06-23,17,Kolkata,NH-44 Stretch,0.51,24.4,1,0
2024-06-23,20,Kolkata,Ring Road,0.57,17.3,0,0
2024-06-23,23,Kolkata,Central Market,0.139,unknown,1,0
2024-06-23,7,Mysuru,Industrial Belt,0.788,10.4,0,0
2024-06-23,10,Mysuru,Ring Road,18.6,48.0,0,1
2024-06-23,13,Mysuru,Airport Link,0.226,46.1,0,0
2024-06-23,17,Mysuru,IT Corridor,0.576,25.1,1,0
2024-06-23,20,Mysuru,Port Access Rd,0.581,30.7,0,0
2024-06-23,23,Mysuru,Industrial Belt,0.584,24.2,1,0
2024-06-23,7,Nagpur,NH-44 Stretch,66.6,23.6,0,0
2024-06-23,10,Nagpur,Airport Link,0.376,38.2,0,0
2024-06-23,13,Nagpur,Industrial Belt,0.324,36.9,0,0
2024-06-23,17,Nagpur,Ring Road,0.333,47.0,0,0
2024-06-23,20,Nagpur,Airport Link,0.663,17.7,0,0
2024-06-23,23,Nagpur,Old Town Bypass,0.521,26.3,0,0
2024-06-23,7,Pune,Port Access Rd,0.311,37.0,0,0
2024-06-23,10,Pune,Industrial Belt,0.517,34.1,0,0
2024-06-23,13,Pune,Airport Link,0.239,38.3,0,0
2024-06-23,17,Pune,NH-44 Stretch,0.84,6.8,0,0
2024-06-23,20,Pune,IT Corridor,0.533,35.9,0,1
2024-06-23,23,Pune,IT Corridor,0.576,29.2,0,0
2024-06-23,7,Hyderabad,Old Town Bypass,0.6,25.1,1,0
2024-06-23,10,Hyderabad,Industrial Belt,0.236,42.1,1,0
2024-06-23,13,Hyderabad,Central Market,0.298,42.8,0,0
2024-06-23,17,Hyderabad,Industrial Belt,0.517,27.5,0,0
2024-06-23,20,Hyderabad,NH-44 Stretch,0.52,34.2,1,0
2024-06-23,23,Hyderabad,Port Access Rd,0.358,37.5,0,0
2024-06-23,7,Ahmedabad,Airport Link,0.635,21.0,0,0
2024-06-23,10,Ahmedabad,Ring Road,0.372,37.1,0,0
2024-06-23,13,Ahmedabad,NH-44 Stretch,0.173,47.2,0,0
2024-06-23,17,Ahmedabad,Ring Road,0.243,46.4,0,0
2024-06-23,20,Ahmedabad,Ring Road,68.6,18.6,0,0
2024-06-23,23,Ahmedabad,IT Corridor,0.336,36.4,0,0
2024-06-23,7,Guwahati,Airport Link,52.9,19.2,0,0
2024-06-23,10,Guwahati,NH-44 Stretch,0.651,25.3,1,0
2024-06-23,13,Guwahati,IT Corridor,0.415,35.4,0,0
2024-06-23,17,Guwahati,NH-44 Stretch,0.636,18.7,1,0
2024-06-23,20,Guwahati,Industrial Belt,45.1,39.5,0,0
2024-06-23,23,Guwahati,Port Access Rd,0.453,35.4,0,0
2024-06-23,7,Gurugram,Port Access Rd,0.633,23.1,0,0
2024-06-23,10,Gurugram,Airport Link,0.276,44.0,0,0
2024-06-23,13,Gurugram,Old Town Bypass,0.569,30.0,0,0
2024-06-23,17,Gurugram,Old Town Bypass,0.18,54.0,0,0
2024-06-23,20,Gurugram,Central Market,0.539,29.2,0,0
2024-06-23,23,Gurugram,Port Access Rd,32.6,47.5,0,0
2024-06-23,7,Kochi,Industrial Belt,0.473,31.4,1,0
2024-06-23,10,Kochi,NH-44 Stretch,0.281,48.5,1,1
2024-06-23,13,Kochi,Old Town Bypass,43.8,34.2,0,0
2024-06-23,17,Kochi,Airport Link,0.581,31.4,1,0
2024-06-23,20,Kochi,Ring Road,0.452,31.7,0,0
2024-06-23,23,Kochi,NH-44 Stretch,0.545,34.0,0,0
2024-06-23,7,Coimbatore,NH-44 Stretch,0.574,20.6,0,0
2024-06-23,10,Coimbatore,Central Market,17.4,55.1,1,0
2024-06-23,13,Coimbatore,Old Town Bypass,0.246,44.2,0,0
2024-06-23,17,Coimbatore,IT Corridor,0.355,46.2,0,0
2024-06-23,20,Coimbatore,IT Corridor,0.468,31.1,0,0
2024-06-23,23,Coimbatore,Port Access Rd,0.432,33.4,0,0
2024-06-23,7,Madurai,Industrial Belt,0.686,16.0,0,0
2024-06-23,10,Madurai,IT Corridor,0.494,32.1,0,0
2024-06-23,13,Madurai,Airport Link,3.0,58.2,0,0
2024-06-23,17,Madurai,Old Town Bypass,0.697,19.0,0,0
2024-06-23,20,Madurai,IT Corridor,0.606,28.9,0,0
2024-06-23,23,Madurai,Industrial Belt,21.2,50.1,0,0
2024-06-23,7,Chandigarh,Ring Road,0.747,12.8,1,0
2024-06-23,10,Chandigarh,Ring Road,0.103,50.5,0,0
2024-06-23,13,Chandigarh,IT Corridor,0.473,34.7,0,0
2024-06-23,17,Chandigarh,Old Town Bypass,0.75,19.6,0,0
2024-06-23,20,Chandigarh,NH-44 Stretch,0.772,,1,0
2024-06-23,23,Chandigarh,IT Corridor,43.9,27.4,1,0
2024-06-25,7,Gurugram,Central Market,0.595,22.6,0,0
2024-06-25,10,Gurugram,Airport Link,0.255,44.7,0,0
2024-06-25,13,Gurugram,Port Access Rd,0.054,53.7,0,0
2024-06-25,17,Gurugram,Industrial Belt,0.861,6.1,1,0
2024-06-25,20,Gurugram,IT Corridor,0.745,14.7,0,0
2024-06-25,23,Gurugram,Ring Road,0.099,58.2,0,0
2024-06-25,7,Guwahati,Industrial Belt,0.556,30.0,0,0
2024-06-25,10,Guwahati,IT Corridor,0.709,18.2,1,0
2024-06-25,13,Guwahati,Old Town Bypass,27.0,43.9,1,0
2024-06-25,17,Guwahati,Port Access Rd,0.507,30.3,0,0
2024-06-25,20,Guwahati,Industrial Belt,0.566,27.5,1,0
2024-06-25,23,Guwahati,Ring Road,26.8,41.3,0,1
2024-06-25,7,Chennai,IT Corridor,0.593,22.8,0,0
2024-06-25,10,Chennai,Ring Road,0.198,42.5,0,0
2024-06-25,13,Chennai,IT Corridor,49.3,27.3,1,0
2024-06-25,17,Chennai,Old Town Bypass,44.4,31.4,0,0
2024-06-25,20,Chennai,Old Town Bypass,37.6,47.7,0,0
2024-06-25,23,Chennai,Industrial Belt,12.3,56.4,0,0
2024-06-25,7,Nagpur,Port Access Rd,0.58,18.2,0,0
2024-06-25,10,Nagpur,NH-44 Stretch,0.547,24.3,0,0
2024-06-25,13,Nagpur,Airport Link,0.092,51.7,0,0
2024-06-25,17,Nagpur,Old Town Bypass,67.3,22.8,0,0
2024-06-25,20,Nagpur,Old Town Bypass,47.7,36.3,1,0
2024-06-25,23,Nagpur,Airport Link,0.41,35.1,0,0
2024-06-25,7,Pune,Industrial Belt,0.437,37.4,0,0
2024-06-25,10,Pune,Industrial Belt,49.0,34.2,0,0
2024-06-25,13,Pune,Old Town Bypass,0.482,35.9,0,0
2024-06-25,17,Pune,Central Market,46.6,39.7,1,1
2024-06-25,20,Pune,Old Town Bypass,0.493,35.4,1,0
2024-06-25,23,Pune,Old Town Bypass,0.471,29.9,0,0
2024-06-25,7,Visakhapatnam,Industrial Belt,0.655,18.5,0,0
2024-06-25,10,Visakhapatnam,NH-44 Stretch,0.147,52.9,0,0
2024-06-25,13,Visakhapatnam,Airport Link,0.429,37.9,0,0
2024-06-25,17,Visakhapatnam,Ring Road,0.588,19.7,1,0
2024-06-25,20,Visakhapatnam,Industrial Belt,0.699,15.7,0,0
2024-06-25,23,Visakhapatnam,Central Market,0.486,22.2,1,0
2024-06-25,7,Delhi,Ring Road,57.3,23.1,0,0
2024-06-25,10,Delhi,Old Town Bypass,0.243,47.6,0,0
2024-06-25,13,Delhi,Central Market,0.636,  ,0,0
2024-06-25,17,Delhi,Old Town Bypass,26.2,45.2,1,0
2024-06-25,20,Delhi,Industrial Belt,0.804,8.2,0,0
2024-06-25,23,Delhi,Central Market,0.188,51.0,1,0
2024-06-25,7,Bhubaneswar,NH-44 Stretch,0.419,30.5,0,0
2024-06-25,10,Bhubaneswar,Port Access Rd,3.0,57.2,0,1
2024-06-25,13,Bhubaneswar,Ring Road,0.274,46.5,1,0
2024-06-25,17,Bhubaneswar,Old Town Bypass,0.435,31.8,0,0
2024-06-25,20,Bhubaneswar,Industrial Belt,58.6,24.0,0,0
2024-06-25,23,Bhubaneswar,Old Town Bypass,0.376,38.8,1,1
2024-06-25,7,Madurai,Industrial Belt,0.513,25.8,1,0
2024-06-25,10,Madurai,Old Town Bypass,0.399,47.4,0,0
2024-06-25,13,Madurai,Ring Road,54.5,30.4,0,0
2024-06-25,17,Madurai,Port Access Rd,0.598,31.4,0,0
2024-06-25,20,Madurai,Ring Road,0.623,18.7,0,0
2024-06-25,23,Madurai,Central Market,33.4,40.3,0,0
2024-06-25,7,Bengaluru,NH-44 Stretch,0.623,27.8,1,1
2024-06-25,10,Bengaluru,Airport Link,0.275,44.8,0,0
2024-06-25,13,Bengaluru,Central Market,0.598,26.1,0,0
2024-06-25,17,Bengaluru,Port Access Rd,0.475,39.3,0,0
2024-06-25,20,Bengaluru,Industrial Belt,0.859,4.0,0,0
2024-06-25,23,Bengaluru,NH-44 Stretch,0.448,35.7,0,0
2024-06-25,7,Mysuru,Central Market,0.707,17.2,0,1
2024-06-25,10,Mysuru,Airport Link,32.7,39.4,0,0
2024-06-25,13,Mysuru,Old Town Bypass,50.0,31.9,0,0
2024-06-25,17,Mysuru,IT Corridor,0.336,49.1,0,0
2024-06-25,20,Mysuru,Port Access Rd,0.45,37.6,0,0
2024-06-25,23,Mysuru,Port Access Rd,0.646,20.9,0,0
2024-06-25,7,Coimbatore,NH-44 Stretch,0.439,30.3,0,0
2024-06-25,10,Coimbatore,Industrial Belt,0.367,40.4,0,0
2024-06-25,13,Coimbatore,Airport Link,0.65,23.0,0,0
2024-06-25,17,Coimbatore,Ring Road,0.657,11.1,1,0
2024-06-25,20,Coimbatore,Central Market,0.623,18.0,0,0
2024-06-25,23,Coimbatore,Ring Road,31.0,47.0,1,0
2024-06-27,7,Hyderabad,Ring Road,0.329,34.1,0,0
2024-06-27,10,Hyderabad,Old Town Bypass,0.13,56.6,0,0
2024-06-27,13,Hyderabad,Industrial Belt,0.443,29.4,1,0
2024-06-27,17,Hyderabad,Central Market,0.337,36.0,1,0
2024-06-27,20,Hyderabad,NH-44 Stretch,0.691,19.7,0,0
2024-06-27,23,Hyderabad,Old Town Bypass,58.0,28.7,0,0
2024-06-27,7,Gurugram,Industrial Belt,0.867,7.1,1,0
2024-06-27,10,Gurugram,Airport Link,0.126,55.8,0,0
2024-06-27,13,Gurugram,IT Corridor,0.587,26.2,0,0
2024-06-27,17,Gurugram,Port Access Rd,65.2,24.2,0,0
2024-06-27,20,Gurugram,Industrial Belt,0.39,41.0,0,0
2024-06-27,23,Gurugram,Central Market,0.213,37.7,1,0
2024-06-27,7,Kochi,Old Town Bypass,0.398,35.0,1,0
2024-06-27,10,Kochi,Central Market,3.0,53.9,0,0
2024-06-27,13,Kochi,NH-44 Stretch,0.294,46.5,0,0
2024-06-27,17,Kochi,Central Market,0.789,13.6,0,0
2024-06-27,20,Kochi,IT Corridor,0.761,15.6,0,0
2024-06-27,23,Kochi,Ring Road,0.44,32.1,0,0
2024-06-27,7,Visakhapatnam,Port Access Rd,17.0,51.9,0,0
2024-06-27,10,Visakhapatnam,Industrial Belt,0.131,47.8,1,0
2024-06-27,13,Visakhapatnam,Ring Road,36.1,43.9,1,0
2024-06-27,17,Visakhapatnam,NH-44 Stretch,0.647,18.6,0,0
2024-06-27,20,Visakhapatnam,NH-44 Stretch,39.0,28.1,0,0
2024-06-27,23,Visakhapatnam,Industrial Belt,0.416,30.3,0,0
2024-06-27,7,Pune,Industrial Belt,0.517,27.2,0,1
2024-06-27,10,Pune,Airport Link,31.9,41.4,0,0
2024-06-27,13,Pune,Airport Link,0.321,37.4,1,0
2024-06-27,17,Pune,Ring Road,60.6,,0,0
2024-06-27,20,Pune,Port Access Rd,0.608,27.1,0,0
2024-06-27,23,Pune,IT Corridor,0.438,32.4,0,0
2024-06-27,7,Mumbai,Ring Road,0.733,19.6,0,0
2024-06-27,10,Mumbai,NH-44 Stretch,40.8,30.0,1,0
2024-06-27,13,Mumbai,Central Market,0.408,39.7,1,0
2024-06-27,17,Mumbai,Old Town Bypass,0.626,23.9,0,0
2024-06-27,20,Mumbai,Airport Link,0.583,27.1,0,0
2024-06-27,23,Mumbai,Industrial Belt,0.539,24.9,0,0
2024-06-27,7,Nagpur,Old Town Bypass,50.1,23.3,0,0
2024-06-27,10,Nagpur,NH-44 Stretch,0.442,35.5,0,1
2024-06-27,13,Nagpur,NH-44 Stretch,0.406,-,1,0
2024-06-27,17,Nagpur,NH-44 Stretch,61.0,23.1,1,0
2024-06-27,20,Nagpur,Old Town Bypass,0.777,10.6,0,0
2024-06-27,23,Nagpur,Port Access Rd,0.333,41.4,0,0
2024-06-27,7,Mysuru,Old Town Bypass,0.738,14.8,0,0
2024-06-27,10,Mysuru,Port Access Rd,51.6,31.6,0,0
2024-06-27,13,Mysuru,Industrial Belt,0.186,48.7,1,0
2024-06-27,17,Mysuru,Old Town Bypass,72.8,17.3,0,0
2024-06-27,20,Mysuru,Central Market,51.2,33.6,0,0
2024-06-27,23,Mysuru,Old Town Bypass,0.189,unknown,1,1
2024-06-27,7,Bengaluru,NH-44 Stretch,0.508,31.6,0,1
2024-06-27,10,Bengaluru,Port Access Rd,0.558,23.9,0,0
2024-06-27,13,Bengaluru,Industrial Belt,0.311,44.3,0,0
2024-06-27,17,Bengaluru,NH-44 Stretch,0.333,31.6,0,0
2024-06-27,20,Bengaluru,Industrial Belt,0.65,22.7,0,0
2024-06-27,23,Bengaluru,Airport Link,0.461,31.0,1,0
2024-06-27,7,Lucknow,Industrial Belt,0.977,4,0,0
2024-06-27,10,Lucknow,IT Corridor,26.2,46.7,1,0
2024-06-27,13,Lucknow,Ring Road,0.419,39.8,1,0
2024-06-27,17,Lucknow,Old Town Bypass,0.392,33.5,0,0
2024-06-27,20,Lucknow,Port Access Rd,0.645,24.4,1,0
2024-06-27,23,Lucknow,Central Market,0.416,31.8,1,0
2024-06-27,7,Chennai,Airport Link,0.547,30.8,0,0
2024-06-27,10,Chennai,Ring Road,25.7,40.9,0,0
2024-06-27,13,Chennai,Airport Link,0.03,57.1,0,0
2024-06-27,17,Chennai,Ring Road,0.643,19.1,0,0
2024-06-27,20,Chennai,NH-44 Stretch,0.727,18.5,0,0
2024-06-27,23,Chennai,Port Access Rd,27.0,40.0,1,0
2024-06-27,7,Guwahati,NH-44 Stretch,0.378,39.0,1,0
2024-06-27,10,Guwahati,Ring Road,20.5,,0,0
2024-06-27,13,Guwahati,NH-44 Stretch,0.38,36.5,0,1
2024-06-27,17,Guwahati,Old Town Bypass,0.546,26.1,0,0
2024-06-27,20,Guwahati,IT Corridor,0.61,21.8,0,0
2024-06-27,23,Guwahati,Ring Road,0.288,41.8,0,0
2024-06-29,7,Nagpur,Ring Road,0.509,23.4,0,0
2024-06-29,10,Nagpur,Old Town Bypass,24.6,46.6,0,0
2024-06-29,13,Nagpur,Ring Road,0.183,37.8,0,0
2024-06-29,17,Nagpur,Ring Road,0.609,,0,0
2024-06-29,20,Nagpur,Old Town Bypass,0.463,30.4,1,0
2024-06-29,23,Nagpur,Central Market,0.289,43.1,0,0
2024-06-29,7,Kochi,IT Corridor,50.2,30.6,0,0
2024-06-29,10,Kochi,NH-44 Stretch,0.132,61.6,0,0
2024-06-29,13,Kochi,Port Access Rd,34.5,38.7,0,0
2024-06-29,17,Kochi,Old Town Bypass,0.412,36.1,0,0
2024-06-29,20,Kochi,IT Corridor,0.37,35.4,0,0
2024-06-29,23,Kochi,Ring Road,0.247,47.3,0,0
2024-06-29,7,Hyderabad,Ring Road,0.548,27.5,1,0
2024-06-29,10,Hyderabad,IT Corridor,0.435,30.7,1,0
2024-06-29,13,Hyderabad,Airport Link,0.57,19.8,0,0
2024-06-29,17,Hyderabad,NH-44 Stretch,41.6,30.9,1,0
2024-06-29,20,Hyderabad,Ring Road,0.411,38.6,0,0
2024-06-29,23,Hyderabad,Ring Road,0.493,31.7,0,0
2024-06-29,7,Lucknow,NH-44 Stretch,0.661,18.7,1,0
2024-06-29,10,Lucknow,Central Market,0.31,45.2,1,0
2024-06-29,13,Lucknow,Airport Link,28.7,41.6,0,0
2024-06-29,17,Lucknow,IT Corridor,0.827,4,0,0
2024-06-29,20,Lucknow,Old Town Bypass,65.1,22.9,1,0
2024-06-29,23,Lucknow,Old Town Bypass,0.35,37.6,1,0
2024-06-29,7,Delhi,Port Access Rd,88.4,7.7,0,0
2024-06-29,10,Delhi,Industrial Belt,26.2,41.2,0,0
2024-06-29,13,Delhi,Port Access Rd,43.5,30.8,1,1
2024-06-29,17,Delhi,Airport Link,51.0,30.7,0,1
2024-06-29,20,Delhi,Industrial Belt,53.5,30.5,0,0
2024-06-29,23,Delhi,IT Corridor,35.0,29.1,0,0
2024-06-29,7,Ahmedabad,Port Access Rd,0.561,17.6,0,0
2024-06-29,10,Ahmedabad,Industrial Belt,0.417,38.6,0,1
2024-06-29,13,Ahmedabad,Ring Road,0.429,29.1,0,0
2024-06-29,17,Ahmedabad,Central Market,83.1,7.2,0,0
2024-06-29,20,Ahmedabad,Port Access Rd,58.3,19.5,0,0
2024-06-29,23,Ahmedabad,Port Access Rd,0.121,56.5,0,0
2024-06-29,7,Mumbai,Port Access Rd,0.471,30.9,0,1
2024-06-29,10,Mumbai,Port Access Rd,0.31,39.8,0,0
2024-06-29,13,Mumbai,Ring Road,0.294,43.8,0,0
2024-06-29,17,Mumbai,Ring Road,0.769,9.6,1,0
2024-06-29,20,Mumbai,Old Town Bypass,59.2,30.2,0,0
2024-06-29,23,Mumbai,Airport Link,0.432,27.9,0,0
2024-06-29,7,Pune,Old Town Bypass,0.61,18.1,0,0
2024-06-29,10,Pune,Old Town Bypass,0.469,30.8,0,0
2024-06-29,13,Pune,Ring Road,0.332,46.0,1,0
2024-06-29,17,Pune,Old Town Bypass,0.515,35.6,1,0
2024-06-29,20,Pune,Port Access Rd,0.65,24.7,1,0
2024-06-29,23,Pune,Old Town Bypass,0.505,29.7,1,0
