work_order_id,vehicle_id,service_date,service_type,parts_replaced,labour_hours,cost_inr,downtime_hours,failure_reported,technician_id
WO-001262,VEH-0690,2024-06-25,Brake Pad Replacement,Battery Pack,3.5,13882.51,7.3,1.0,TEC-132
WO-001263,VEH-0690,2025-07-02,Routine Inspection,,5.8,6749.85,11.0,0.0,TEC-137
WO-001264,VEH-0690,2025-09-02,Tyre Change,,3.6,45864.01,35.9,1.0,TEC-010
WO-001265,VEH-0719,2024-06-02,Routine Inspection,"Motor, ESC",3.4,43338.33,43.1,1.0,TEC-182
WO-001266,VEH-0719,2025-03-12,Routine Inspection,Propeller x2,1.5,2869.26,28.2,1.0,TEC-072
WO-001267,VEH-0509,2024-01-31,Firmware Update,Landing Skid,3.9,8782.14,14.9,0.0,TEC-220
WO-001268,VEH-0509,2024-02-22,Frame Repair,Propeller x2,9.3,18013.07,19.1,1.0,TEC-082
WO-001269,VEH-0509,2025-04-20,Motor Overhaul,"Brake Pads, Fluid",4.9,787.57,16.7,1.0,TEC-110
WO-001270,VEH-0598,2024-06-05,Tyre Change,Battery Pack,1.0,1470.08,79.6,,TEC-183
WO-001271,VEH-0598,2024-06-09,Brake Pad Replacement,Battery Pack,4.4,9745.51,73.4,0.0,TEC-147
WO-001272,VEH-0598,2024-06-04,Propeller Replacement,Landing Skid,8.7,3411.78,48.4,,TEC-036
WO-001273,VEH-0598,2025-02-17,Battery Pack Swap,Propeller x2,5.4,24329.77,24.4,0.0,TEC-132
WO-001274,VEH-0598,2024-07-02,Frame Repair,,3.0,26875.52,8.3,1.0,TEC-115
WO-001275,VEH-0598,2024-10-25,Engine Service,"Motor, ESC",12.3,28736.07,46.6,0.0,TEC-142
WO-001276,VEH-0137,2024-10-22,Motor Overhaul,"Motor, ESC",12.6,19850.96,55.3,1.0,TEC-153
WO-001277,VEH-0473,2025-05-06,Landing Gear Fix,Battery Pack,13.5,35359.4,45.8,,TEC-062
WO-001278,VEH-0473,2024-11-01,Tyre Change,"Brake Pads, Fluid",9.5,16198.69,46.5,,TEC-155
WO-001279,VEH-0473,2024-02-15,Battery Pack Swap,"Motor, ESC",11.0,33214.23,30.8,0.0,TEC-219
WO-001280,VEH-0055,2024-10-19,Motor Overhaul,Battery Pack,2.4,38887.07,7.6,,TEC-158
WO-001281,VEH-0055,2024-01-26,Engine Service,"Motor, ESC",,37550.08,38.5,1.0,TEC-149
WO-001282,VEH-0055,2024-10-16,Brake Pad Replacement,Landing Skid,9.7,28782.03,20.8,1.0,TEC-051
WO-001283,VEH-0361,2024-03-01,Frame Repair,Propeller x2,6.5,30078.22,14.5,1.0,TEC-125
WO-001284,VEH-0361,2024-08-19,Motor Overhaul,Landing Skid,6.0,32435.55,41.2,0.0,TEC-083
WO-001285,VEH-0361,2025-05-14,Motor Overhaul,Battery Pack,13.5,29341.36,17.2,1.0,TEC-135
WO-001286,VEH-0361,2024-06-30,Firmware Update,Propeller x2,0.7,22110.1,79.3,0.0,TEC-030
WO-001287,VEH-0361,2025-03-23,Propeller Replacement,,5.1,22863.78,64.0,0.0,TEC-157
WO-001288,VEH-0361,2024-02-21,Battery Pack Swap,Propeller x2,3.1,9951.19,43.7,0.0,TEC-028
WO-001289,VEH-0096,2025-04-27,Tyre Change,"Brake Pads, Fluid",7.1,25206.21,33.4,1.0,TEC-076
WO-001290,VEH-0096,2024-11-24,Routine Inspection,"Motor, ESC",0.5,10414.61,87.8,,TEC-058
WO-001291,VEH-0010,2024-08-27,Tyre Change,Propeller x2,11.4,16798.96,50.3,1.0,TEC-126
WO-001292,VEH-0042,2024-01-13,Tyre Change,Battery Pack,5.9,44192.81,77.9,1.0,TEC-217
WO-001293,VEH-0306,2024-02-10,Battery Pack Swap,,13.7,23439.2,8.6,0.0,TEC-183
WO-001294,VEH-0306,2025-03-23,Engine Service,Propeller x2,12.4,6482.06,92.1,1.0,TEC-183
WO-001295,VEH-0306,2024-03-09,Propeller Replacement,Battery Pack,7.1,11669.53,48.8,,TEC-111
WO-001296,VEH-0306,2025-02-04,Frame Repair,"Motor, ESC",-,41191.65,49.7,,TEC-025
WO-001298,VEH-0218,2025-01-22,Propeller Replacement,"Motor, ESC",11.7,4612.23,10.1,1.0,TEC-161
WO-001299,VEH-0218,2024-06-17,Firmware Update,Battery Pack,13.5,6329.27,54.6,,TEC-091
WO-001300,VEH-0218,2024-09-07,Frame Repair,Battery Pack,5.7,4636.44,66.4,0.0,TEC-126
WO-001301,VEH-0423,2025-01-15,Propeller Replacement,Landing Skid,8.4,2033.18,10.6,0.0,TEC-005
WO-001302,VEH-0423,2024-10-14,Tyre Change,Battery Pack,,33842.53,73.6,0.0,TEC-009
WO-001303,VEH-0423,2025-01-02,Battery Pack Swap,,0.7,43545.96,11.0,0.0,TEC-017
WO-001304,VEH-0423,2024-01-29,Firmware Update,"Motor, ESC",5.8,45686.46,63.1,0.0,TEC-073
WO-001305,VEH-0423,2024-12-26,Landing Gear Fix,"Motor, ESC",3.1,28719.81,36.4,1.0,TEC-199
WO-001306,VEH-0423,2024-02-21,Engine Service,"Brake Pads, Fluid",1.3,25555.37,28.5,0.0,TEC-059
WO-001307,VEH-0041,2025-06-26,Landing Gear Fix,Landing Skid,4.7,23378.04,49.4,,TEC-163
WO-001308,VEH-0041,2024-03-18,Engine Service,,9.9,26528.29,47.1,,TEC-051
WO-001309,VEH-0609,2024-10-27,Firmware Update,"Brake Pads, Fluid",13.1,36422.6,92.3,1.0,TEC-173
WO-001310,VEH-0697,2025-01-09,Frame Repair,,6.1,39276.7,13.9,0.0,TEC-173
WO-001311,VEH-0697,2025-03-20,Propeller Replacement,Battery Pack,5.8,9783.81,44.7,,TEC-014
WO-001312,VEH-0697,2024-03-05,Frame Repair,,5.3,18238.35,50.2,1.0,TEC-196
WO-001313,VEH-0697,2024-03-14,Motor Overhaul,"Brake Pads, Fluid",4.5,39048.24,52.7,,TEC-059
WO-001314,VEH-0697,2024-07-19,Landing Gear Fix,Landing Skid,5.7,44218.3,65.0,,TEC-108
WO-001315,VEH-0697,2024-06-25,Tyre Change,Landing Skid,4.7,46463.27,21.7,0.0,TEC-160
WO-001316,VEH-0043,2024-11-19,Propeller Replacement,Landing Skid,6.1,35291.39,30.7,1.0,TEC-189
WO-001317,VEH-0043,2024-02-16,Landing Gear Fix,Battery Pack,6.3,28186.66,62.0,1.0,TEC-177
WO-001318,VEH-0043,2024-10-05,Brake Pad Replacement,Battery Pack,8.1,44556.42,34.7,1.0,TEC-112
WO-001319,VEH-0043,2024-12-05,Battery Pack Swap,"Motor, ESC",4.8,38597.95,47.0,0.0,TEC-156
WO-001320,VEH-0412,2024-07-22,Propeller Replacement,Battery Pack,4.3,8448.27,29.9,1.0,TEC-104
WO-001321,VEH-0412,2025-03-13,Tyre Change,Landing Skid,8.8,18911.29,79.0,1.0,TEC-085
WO-001322,VEH-0412,2024-10-18,Brake Pad Replacement,Landing Skid,4.9,38931.39,49.9,1.0,TEC-202
WO-001323,VEH-0007,2025-01-31,Tyre Change,"Brake Pads, Fluid",10.6,21194.62,74.4,1.0,TEC-097
WO-001324,VEH-0007,2024-03-23,Routine Inspection,,7.0,6176.62,47.6,1.0,TEC-023
WO-001325,VEH-0007,2024-09-06,Battery Pack Swap,Battery Pack,0.7,27591.05,33.2,,TEC-199
WO-001326,VEH-0390,2025-06-22,Tyre Change,"Brake Pads, Fluid",9.3,1320.89,81.8,1.0,TEC-055
WO-001327,VEH-0390,2025-05-25,Routine Inspection,Landing Skid,5.8,29859.64,32.1,1.0,TEC-015
WO-001328,VEH-0390,2024-07-19,Propeller Replacement,"Brake Pads, Fluid",1.0,42427.32,76.9,1.0,TEC-144
WO-001329,VEH-0390,2025-02-20,Propeller Replacement,Propeller x2,6.0,16127.94,44.5,0.0,TEC-090
WO-001331,VEH-0531,2024-06-21,Engine Service,"Motor, ESC",12.6,21343.32,14.4,0.0,TEC-033
WO-001332,VEH-0531,2024-11-20,Brake Pad Replacement,Landing Skid,11.2,32670.27,87.8,0.0,TEC-167
WO-001333,VEH-0627,2024-08-24,Motor Overhaul,Propeller x2,12.0,2937.61,58.6,0.0,TEC-014
WO-001334,VEH-0627,2025-04-12,Brake Pad Replacement,Battery Pack,1.9,33610.3,71.6,1.0,TEC-006
WO-001336,VEH-0627,2024-03-28,Brake Pad Replacement,Landing Skid,12.7,14495.65,10.6,,TEC-108
WO-001337,VEH-0287,2024-03-02,Firmware Update,Propeller x2,3.9,14950.86,67.6,0.0,TEC-125
WO-001338,VEH-0287,2024-08-16,Frame Repair,,1.9,8966.9,56.9,0.0,TEC-080
WO-001339,VEH-0287,2024-09-22,Brake Pad Replacement,"Motor, ESC",5.1,6530.44,18.4,,TEC-157
WO-001340,VEH-0287,2024-12-23,Battery Pack Swap,,4.8,6237.93,10.4,,TEC-142
WO-001341,VEH-0287,2024-03-08,Landing Gear Fix,Landing Skid,13.6,9319.36,48.4,1.0,TEC-214
WO-001342,VEH-0287,2025-04-09,Motor Overhaul,"Brake Pads, Fluid",10.2,28939.47,6.8,0.0,TEC-003
WO-001343,VEH-0398,2025-01-09,Brake Pad Replacement,,9.5,13768.33,36.4,0.0,TEC-008
WO-001344,VEH-0398,2024-04-05,Propeller Replacement,Landing Skid,4.1,38894.83,95.8,0.0,TEC-215
WO-001345,VEH-0398,2024-06-26,Frame Repair,,5.8,44848.82,11.0,1.0,TEC-185
WO-001347,VEH-0702,2024-09-28,Battery Pack Swap,,13.8,9438.51,48.5,1.0,TEC-009
WO-001348,VEH-0702,2024-07-29,Motor Overhaul,Landing Skid,7.0,21275.32,34.9,1.0,TEC-200
WO-001349,VEH-0702,2024-08-31,Firmware Update,Propeller x2,3.1,34295.75,9.6,,TEC-109
WO-001350,VEH-0198,2025-05-06,Motor Overhaul,"Brake Pads, Fluid",9.8,6385.47,82.9,,TEC-038
WO-001351,VEH-0198,2024-11-26,Tyre Change,Landing Skid,13.5,38863.22,26.1,0.0,TEC-179
WO-001352,VEH-0056,2025-01-07,Propeller Replacement,"Brake Pads, Fluid",10.9,41731.9,5.2,0.0,TEC-085
WO-001353,VEH-0056,2024-12-17,Landing Gear Fix,Propeller x2,5.6,45177.0,27.3,1.0,TEC-053
WO-001354,VEH-0056,2024-09-01,Motor Overhaul,,3.2,37074.99,1.2,,TEC-146
WO-001355,VEH-0056,2024-07-14,Motor Overhaul,"Brake Pads, Fluid",4.1,23650.97,49.1,,TEC-218
WO-001356,VEH-0056,2025-01-19,Frame Repair,Propeller x2,10.2,18510.05,92.8,0.0,TEC-199
WO-001357,VEH-0368,2025-06-06,Engine Service,"Motor, ESC",0.9,18311.26,2.9,,TEC-006
WO-001358,VEH-0368,2024-04-28,Routine Inspection,,6.9,44280.47,16.0,,TEC-004
WO-001359,VEH-0368,2024-07-13,Landing Gear Fix,"Brake Pads, Fluid",7.9,9728.97,59.8,1.0,TEC-148
WO-001360,VEH-0561,2025-03-18,Landing Gear Fix,Landing Skid,0.7,6300.46,81.7,,TEC-079
WO-001361,VEH-0561,2024-05-26,Brake Pad Replacement,,7.5,4012.4,92.8,0.0,TEC-087
WO-001362,VEH-0291,2024-05-19,Routine Inspection,"Motor, ESC",1.0,10473.92,76.7,1.0,TEC-036
WO-001363,VEH-0291,2025-03-28,Landing Gear Fix,"Brake Pads, Fluid",2.0,21828.81,49.6,0.0,TEC-155
WO-001364,VEH-0291,2025-03-19,Battery Pack Swap,"Motor, ESC",1.2,7661.25,5.8,0.0,TEC-165
WO-001365,VEH-0291,2024-11-07,Propeller Replacement,"Brake Pads, Fluid",3.6,5847.99,94.6,,TEC-047
WO-001366,VEH-0291,2025-04-03,Propeller Replacement,Propeller x2,6.4,13303.45,26.2,1.0,TEC-005
WO-001367,VEH-0277,2024-07-21,Tyre Change,,11.5,16391.29,70.6,0.0,TEC-026
WO-001368,VEH-0277,2025-12-02,Motor Overhaul,,1.8,25942.41,64.2,1.0,TEC-139
WO-001369,VEH-0277,2024-03-24,Propeller Replacement,Landing Skid,13.3,37848.26,87.6,1.0,TEC-170
WO-001370,VEH-0277,2024-11-05,Landing Gear Fix,,1.8,23088.44,87.2,1.0,TEC-041
WO-001371,VEH-0277,2024-05-26,Landing Gear Fix,Propeller x2,5.5,28454.46,79.1,0.0,TEC-060
WO-001372,VEH-0532,2024-12-04,Frame Repair,,4.2,30496.87,56.6,0.0,TEC-056
WO-001373,VEH-0187,2024-12-19,Frame Repair,"Motor, ESC",10.6,4429.41,82.7,1.0,TEC-080
WO-001374,VEH-0187,2024-01-20,Frame Repair,"Brake Pads, Fluid",2.9,41248.89,20.6,,TEC-038
WO-001375,VEH-0187,2024-12-31,Firmware Update,"Brake Pads, Fluid",7.1,18467.06,47.5,0.0,TEC-157
WO-001376,VEH-0460,2024-07-26,Routine Inspection,Battery Pack,4.4,19439.5,43.8,,TEC-180
WO-001377,VEH-0322,2025-04-11,Propeller Replacement,,3.1,43683.93,12.9,0.0,TEC-053
WO-001378,VEH-0322,2024-03-03,Tyre Change,"Brake Pads, Fluid",5.9,16867.4,76.2,0.0,TEC-218
WO-001379,VEH-0322,2024-01-26,Brake Pad Replacement,Propeller x2,11.8,7402.37,71.4,1.0,TEC-054
WO-001380,VEH-0001,2024-01-12,Routine Inspection,,2.1,5847.03,40.3,,TEC-220
WO-001381,VEH-0001,2024-12-19,Brake Pad Replacement,,7.7,6114.57,40.6,0.0,TEC-149
WO-001382,VEH-0001,2024-01-14,Battery Pack Swap,"Brake Pads, Fluid",1.9,40042.72,85.3,1.0,TEC-200
WO-001383,VEH-0001,2024-07-03,Tyre Change,Propeller x2,10.5,32144.85,80.4,0.0,TEC-083
WO-001384,VEH-0001,2025-04-05,Propeller Replacement,,4.7,38495.45,78.2,0.0,TEC-039
WO-001385,VEH-9153,2025-05-11,Brake Pad Replacement,Battery Pack,2.5,47832.82,39.2,0.0,TEC-155
WO-001386,VEH-0312,2025-01-04,Firmware Update,"Motor, ESC",5.7,6656.4,66.0,1.0,TEC-211
WO-001387,VEH-0312,2025-03-22,Landing Gear Fix,,3.4,20240.39,62.0,0.0,TEC-011
WO-001388,VEH-0312,2024-11-25,Motor Overhaul,,5.4,12740.29,81.0,1.0,TEC-020
WO-001389,VEH-0214,2025-02-24,Propeller Replacement,"Brake Pads, Fluid",1.7,5643.1,13.0,,TEC-131
WO-001390,VEH-0045,2024-06-08,Brake Pad Replacement,"Brake Pads, Fluid",5.6,37421.95,91.4,,TEC-201
WO-001391,VEH-0045,2024-08-01,Tyre Change,Propeller x2,9.7,26054.38,35.9,,TEC-058
WO-001392,VEH-0045,2024-08-17,Routine Inspection,"Brake Pads, Fluid",3.6,30852.39,18.6,1.0,TEC-216
WO-001393,VEH-0402,2024-07-30,Battery Pack Swap,Battery Pack,12.7,36900.64,32.2,0.0,TEC-034
WO-001394,VEH-0402,2024-12-25,Motor Overhaul,Landing Skid,5.1,24658.39,53.2,0.0,TEC-029
WO-001395,VEH-0315,2024-12-02,Propeller Replacement,,8.8,42611.52,61.4,0.0,TEC-044
WO-001396,VEH-0315,2025-03-10,Landing Gear Fix,Landing Skid,1.4,22486.42,68.4,0.0,TEC-060
WO-001397,VEH-0315,2024-08-23,Battery Pack Swap,Battery Pack,7.9,12250.47,63.2,,TEC-110
WO-001398,VEH-0315,2024-04-02,Battery Pack Swap,,9.1,5909.39,78.4,0.0,TEC-132
WO-001400,VEH-0006,2024-07-10,Brake Pad Replacement,Landing Skid,6.9,18937.55,69.4,1.0,TEC-134
WO-001401,VEH-0006,2024-01-28,Tyre Change,,12.7,7155.91,91.0,1.0,TEC-014
WO-001402,VEH-0237,2024-09-11,Engine Service,Landing Skid,7.3,3595.25,83.5,1.0,TEC-102
WO-001403,VEH-0237,2025-09-06,Battery Pack Swap,Battery Pack,1.0,23311.16,88.8,,TEC-039
WO-001404,VEH-0237,2025-05-13,Propeller Replacement,"Brake Pads, Fluid",7.7,8738.53,91.9,0.0,TEC-122
WO-001405,VEH-0444,2025-05-09,Frame Repair,Battery Pack,11.1,46574.38,10.5,1.0,TEC-025
WO-001406,VEH-0444,2024-03-02,Battery Pack Swap,Landing Skid,10.8,18920.57,60.9,1.0,TEC-038
WO-001407,VEH-0049,2025-05-25,Motor Overhaul,Propeller x2,12.7,7719.2,49.4,1.0,TEC-101
WO-001408,VEH-0049,2024-04-15,Brake Pad Replacement,,2.8,31319.31,88.0,,TEC-096
WO-001409,VEH-0049,2024-08-26,Landing Gear Fix,"Motor, ESC",10.5,36895.03,85.1,,TEC-001
WO-001410,VEH-0049,2024-11-13,Battery Pack Swap,,6.0,1415.7,50.7,,TEC-144
WO-001411,VEH-0049,2024-12-14,Engine Service,"Brake Pads, Fluid",1.9,47381.31,76.6,1.0,TEC-078
WO-001412,VEH-0025,2025-05-28,Routine Inspection,"Motor, ESC",0.8,40239.0,22.6,0.0,TEC-068
WO-001413,VEH-0025,2025-02-18,Firmware Update,Battery Pack,1.9,4485.32,39.9,1.0,TEC-141
WO-001414,VEH-0009,2025-04-19,Tyre Change,"Brake Pads, Fluid",1.1,41293.52,63.6,1.0,TEC-048
WO-001415,VEH-0009,2024-09-17,Brake Pad Replacement,Propeller x2,  ,21753.17,41.4,0.0,TEC-183
WO-001416,VEH-0009,2024-11-25,Battery Pack Swap,Propeller x2,10.3,45369.94,7.0,0.0,TEC-108
WO-001417,VEH-0009,2025-04-13,Firmware Update,,-,38154.42,52.4,0.0,TEC-130
WO-001418,VEH-0624,2024-09-22,Motor Overhaul,,9.5,16985.79,62.9,,TEC-047
WO-001419,VEH-0624,2025-06-01,Battery Pack Swap,"Brake Pads, Fluid",10.6,36148.24,31.2,0.0,TEC-018
WO-001420,VEH-0624,2024-06-20,Brake Pad Replacement,Landing Skid,10.2,27868.46,54.9,1.0,TEC-212
WO-001421,VEH-0358,2025-04-03,Propeller Replacement,Propeller x2,11.0,23710.9,91.0,,TEC-102
WO-001422,VEH-0358,2024-03-26,Tyre Change,,8.3,2875.92,14.6,1.0,TEC-080
WO-001423,VEH-0358,2024-01-12,Routine Inspection,Propeller x2,9.6,22632.5,81.6,1.0,TEC-185
WO-001424,VEH-0358,2025-05-04,Propeller Replacement,Propeller x2,6.3,34521.07,54.2,1.0,TEC-177
WO-001425,VEH-0050,2024-11-14,Engine Service,,3.6,44167.23,13.3,,TEC-192
WO-001426,VEH-0050,2025-01-04,Landing Gear Fix,Landing Skid,13.9,10582.21,24.2,,TEC-166
WO-001427,VEH-0050,2025-05-31,Propeller Replacement,,6.0,12838.3,83.8,,TEC-198
WO-001428,VEH-0666,2024-12-31,Firmware Update,Battery Pack,9.9,31949.44,55.7,1.0,TEC-066
WO-001429,VEH-0666,2024-02-28,Routine Inspection,,,22176.62,84.1,0.0,TEC-007
WO-001430,VEH-0292,2024-09-07,Firmware Update,Landing Skid,8.6,31796.14,64.5,1.0,TEC-178
WO-001431,VEH-0512,2024-10-10,Motor Overhaul,Landing Skid,7.4,42363.7,16.2,1.0,TEC-112
WO-001432,VEH-0512,2024-12-31,Firmware Update,,9.8,3373.98,82.0,1.0,TEC-085
WO-001433,VEH-0512,2024-06-05,Firmware Update,,12.6,13899.49,65.1,,TEC-073
WO-001434,VEH-0512,2024-04-25,Frame Repair,,8.3,41920.34,14.2,1.0,TEC-085
WO-001435,VEH-0512,2025-02-03,Frame Repair,Battery Pack,9.7,1424.39,78.4,1.0,TEC-186
WO-001436,VEH-0371,2024-03-26,Routine Inspection,"Brake Pads, Fluid",,8965.18,56.8,,TEC-005
WO-001437,VEH-0371,2024-11-24,Landing Gear Fix,Propeller x2,5.7,5492.3,40.4,1.0,TEC-013
WO-001438,VEH-0371,2025-02-18,Firmware Update,,,17775.89,38.2,,TEC-002
WO-001439,VEH-0670,2024-07-08,Tyre Change,"Brake Pads, Fluid",5.0,46611.9,35.5,1.0,TEC-003
WO-001440,VEH-0670,2024-07-02,Propeller Replacement,"Brake Pads, Fluid",8.0,19404.32,27.0,0.0,TEC-023
WO-001441,VEH-0670,2024-08-10,Battery Pack Swap,Battery Pack,7.9,23922.4,32.0,,TEC-041
WO-001442,VEH-0670,2024-09-02,Firmware Update,Propeller x2,6.6,25066.99,38.1,,TEC-154
WO-001443,VEH-0670,2024-07-02,Tyre Change,"Brake Pads, Fluid",7.3,8031.44,27.4,0.0,TEC-183
WO-001444,VEH-0708,2025-02-08,Frame Repair,Landing Skid,5.5,29679.11,66.1,,TEC-187
WO-001445,VEH-0708,2024-07-31,Propeller Replacement,Landing Skid,0.7,19628.79,73.6,1.0,TEC-082
WO-001446,VEH-0708,2024-11-13,Routine Inspection,Landing Skid,6.1,16019.12,32.0,0.0,TEC-073
WO-001447,VEH-0708,2024-05-23,Propeller Replacement,Propeller x2,2.2,33417.15,3.7,0.0,TEC-042
WO-001448,VEH-0708,2024-08-27,Motor Overhaul,"Motor, ESC",6.2,22055.7,4.0,1.0,TEC-150
WO-001449,VEH-0708,2024-12-25,Routine Inspection,,9.2,17068.62,41.1,0.0,TEC-056
WO-001450,VEH-0667,2025-04-25,Landing Gear Fix,"Brake Pads, Fluid",11.3,26841.38,39.0,1.0,TEC-206
WO-001451,VEH-0667,2025-03-07,Battery Pack Swap,Battery Pack,2.8,24842.25,7.5,1.0,TEC-120
WO-001452,VEH-0667,2024-06-10,Brake Pad Replacement,Battery Pack,13.9,30891.5,88.0,,TEC-213
WO-001453,VEH-0667,2024-03-24,Routine Inspection,"Brake Pads, Fluid",7.4,16732.71,67.5,1.0,TEC-174
WO-001454,VEH-0667,2024-08-19,Landing Gear Fix,,13.3,8989.03,38.7,1.0,TEC-156
WO-001455,VEH-0428,2025-06-25,Firmware Update,Landing Skid,8.8,29833.37,82.3,1.0,TEC-066
WO-001456,VEH-0428,2024-02-20,Brake Pad Replacement,Landing Skid,2.0,4893.55,86.2,0.0,TEC-052
WO-001457,VEH-0428,2024-10-04,Tyre Change,"Motor, ESC",10.7,28988.54,24.3,1.0,TEC-132
WO-001458,VEH-0428,2024-12-17,Tyre Change,"Motor, ESC",3.2,30126.37,53.5,,TEC-176
WO-001459,VEH-0428,2024-12-27,Frame Repair,,4.8,41079.62,88.4,1.0,TEC-074
WO-001460,VEH-0230,2024-09-13,Landing Gear Fix,,3.6,13714.78,78.4,0.0,TEC-174
WO-001461,VEH-0230,2024-07-19,Firmware Update,,11.1,23107.21,3.3,0.0,TEC-110
WO-001462,VEH-0230,2024-02-12,Motor Overhaul,Battery Pack,13.7,43467.07,43.1,1.0,TEC-099
WO-001463,VEH-0230,2024-12-26,Battery Pack Swap,,6.0,1825.17,81.9,1.0,TEC-140
WO-001464,VEH-0230,2024-04-27,Landing Gear Fix,"Brake Pads, Fluid",6.7,13386.83,28.6,1.0,TEC-207
WO-001465,VEH-0230,2025-04-12,Brake Pad Replacement,"Motor, ESC",8.7,34470.94,24.2,1.0,TEC-107
WO-001466,VEH-0560,2024-08-15,Battery Pack Swap,,3.0,15463.01,73.5,1.0,TEC-046
WO-001467,VEH-0560,2025-08-06,Routine Inspection,"Motor, ESC",11.0,13977.03,51.6,1.0,TEC-168
WO-001468,VEH-0113,2024-02-13,Battery Pack Swap,Battery Pack,13.6,8630.28,26.6,0.0,TEC-194
WO-001469,VEH-0113,2025-02-28,Motor Overhaul,"Motor, ESC",13.7,27257.74,2.5,1.0,TEC-057
WO-001470,VEH-0113,2025-02-03,Motor Overhaul,Battery Pack,10.8,41719.26,18.3,1.0,TEC-078
WO-001471,VEH-0348,2024-08-20,Brake Pad Replacement,Landing Skid,2.3,18278.2,32.5,0.0,TEC-117
WO-001472,VEH-0348,2025-02-16,Routine Inspection,Propeller x2,10.9,41380.91,55.3,,TEC-194
WO-001474,VEH-0260,2024-12-03,Propeller Replacement,Battery Pack,13.9,11772.28,40.8,0.0,TEC-214
WO-001475,VEH-0260,2024-07-26,Engine Service,,11.9,27291.51,32.9,1.0,TEC-095
WO-001476,VEH-0608,2024-01-30,Motor Overhaul,"Brake Pads, Fluid",4.9,12990.2,48.1,0.0,TEC-041
WO-001477,VEH-0608,2024-05-20,Landing Gear Fix,"Motor, ESC",12.0,21411.46,64.7,1.0,TEC-116
WO-001478,VEH-0608,2024-01-06,Routine Inspection,Propeller x2,1.7,41646.06,73.1,1.0,TEC-200
WO-001479,VEH-0608,2024-12-04,Routine Inspection,Landing Skid,2.5,15592.58,66.1,1.0,TEC-210
WO-001480,VEH-0608,2024-03-31,Landing Gear Fix,Battery Pack,12.0,5737.16,7.6,0.0,TEC-143
WO-001481,VEH-0180,2024-03-31,Battery Pack Swap,Propeller x2,9.9,5671.17,88.1,1.0,TEC-162
WO-001482,VEH-0081,2024-04-16,Tyre Change,,11.6,1398.83,87.0,0.0,TEC-123
WO-001483,VEH-0081,2024-11-26,Motor Overhaul,,13.6,40554.35,19.0,1.0,TEC-033
WO-001484,VEH-0205,2024-03-18,Firmware Update,"Brake Pads, Fluid",8.1,19035.49,91.7,1.0,TEC-096
WO-001485,VEH-0205,2024-08-16,Routine Inspection,"Motor, ESC",10.0,40798.8,95.8,0.0,TEC-132
WO-001486,VEH-0205,2024-08-07,Tyre Change,,8.6,26885.04,94.7,,TEC-211
WO-001487,VEH-0205,2025-02-27,Engine Service,Propeller x2,1.2,4141.57,25.1,0.0,TEC-029
WO-001488,VEH-0205,2024-06-27,Landing Gear Fix,"Brake Pads, Fluid",8.3,11847.12,15.5,1.0,TEC-031
WO-001489,VEH-0205,2024-02-16,Motor Overhaul,"Motor, ESC",11.7,14607.33,95.2,0.0,TEC-108
WO-001490,VEH-0376,2025-05-15,Battery Pack Swap,Propeller x2,11.5,19537.16,82.9,0.0,TEC-048
WO-001491,VEH-0376,2024-08-27,Firmware Update,"Brake Pads, Fluid",7.2,15416.49,87.3,,TEC-050
WO-001493,VEH-0376,2024-04-12,Battery Pack Swap,"Motor, ESC",12.6,29697.51,37.7,1.0,TEC-081
WO-001494,VEH-0326,2024-03-05,Tyre Change,Battery Pack,10.0,29493.69,44.7,0.0,TEC-140
WO-001495,VEH-0326,2024-09-15,Motor Overhaul,Battery Pack,9.9,30780.26,84.4,,TEC-205
WO-001496,VEH-0326,2024-09-21,Engine Service,"Brake Pads, Fluid",5.1,5589.57,73.0,0.0,TEC-082
WO-001497,VEH-0326,2024-03-13,Propeller Replacement,,8.5,25641.17,69.9,1.0,TEC-193
WO-001498,VEH-0326,2024-03-22,Routine Inspection,Landing Skid,2.4,44007.94,15.4,1.0,TEC-056
WO-001499,VEH-0326,2024-03-03,Battery Pack Swap,Propeller x2,,14100.53,43.2,1.0,TEC-146
WO-001500,VEH-0079,2025-06-18,Motor Overhaul,"Motor, ESC",9.9,6161.99,52.1,,TEC-082
WO-001501,VEH-0079,2024-05-16,Propeller Replacement,"Motor, ESC",1.4,12349.08,44.1,1.0,TEC-109
WO-001502,VEH-0079,2024-07-17,Battery Pack Swap,,4.2,37229.53,34.1,0.0,TEC-140
WO-001503,VEH-0276,2024-09-11,Battery Pack Swap,"Brake Pads, Fluid",0.5,27152.54,37.4,1.0,TEC-007
WO-001504,VEH-0276,2025-05-13,Frame Repair,Landing Skid,2.5,45816.25,22.4,,TEC-097
WO-001505,VEH-0276,2024-06-09,Propeller Replacement,Propeller x2,6.5,28641.36,91.0,1.0,TEC-185
WO-001506,VEH-0276,2025-01-23,Motor Overhaul,,3.2,15295.83,18.6,0.0,TEC-047
WO-001507,VEH-0276,2025-05-26,Firmware Update,Propeller x2,2.1,28076.2,2.6,0.0,TEC-088
WO-001508,VEH-0328,2024-10-20,Routine Inspection,Propeller x2,3.8,29770.32,90.8,1.0,TEC-131
WO-001510,VEH-0195,2024-11-15,Motor Overhaul,Propeller x2,1.0,29404.5,84.0,0.0,TEC-084
WO-001511,VEH-0195,2024-08-16,Propeller Replacement,,2.2,46350.03,87.4,,TEC-125
