flight_id,drone_id,flight_timestamp,flight_duration_min,cumulative_flight_hours,battery_cycles,battery_start_pct,battery_end_pct,battery_health_pct,motor_temp_c,vibration_rms,payload_kg,max_altitude_m,wind_speed_kmph,gps_signal_quality,rotor_rpm_avg,error_codes,route_deviation_m,maintenance_required
FLT-0018457,VEH-0062,2024-03-07 17:20:12,32.8,150.8,316,100.0,10.3,80.6,86.1,3.544,1.55,62.4,33.7,Poor,6591.0,E-BATT,13.0,0
FLT-0021789,VEH-0073,2024-07-16 22:51:25,17.0,918.34,1928,92.3,45.4,40.0,82.0,3.314,1.61,71.6,9.4,Good,6090.0,,45.7,1
FLT-0024265,VEH-0081,2024-04-14 16:51:52,14.6,373.1,783,93.2,59.3,68.4,85.3,2.647,0.85,132.5,27.5,Good,6844.0,,35.0,0
FLT-0012143,VEH-0041,2024-02-25 03:36:00,11.1,70.43,147,92.6,69.2,90.3,61.2,1.891,0.68,74.5,5.0,Poor,6974.0,,21.1,0
FLT-0027309,VEH-0092,2024-05-28 14:36:43,33.8,126.45,265,98.8,5.5,86.4,74.3,2.911,2.25,79.2,18.3,Poor,6391.0,E-BATT,13.5,0
FLT-0021951,VEH-0074,2024-03-25 13:35:09,22.7,148.23,311,97.6,12.3,83.9,90.6,3.444,4.46,90.8,23.9,Fair,6173.0,E-THERM,16.0,0
FLT-0011283,VEH-0038,2024-06-03 17:25:42,24.2,518.96,1089,99.6,13.6,59.8,83.2,3.681,3.83,108.4,21.8,Good,6227.0,E-VIB;E-GPS,25.9,0
FLT-0001554,VEH-0006,2024-03-31 21:07:25,9.3,683.58,1435,94.3,59.1,53.9,75.9,2.717,5.41,35.7,19.4,Poor,6041.0,,22.5,0
FLT-0011569,VEH-0039,2024-02-07 15:16:00,6.1,49.38,103,93.8,73.2,94.2,77.6,1.828,4.41,64.8,37.2,Poor,5833.0,,1.2,0
FLT-0039154,VEH-0131,2024-06-29 08:40:00,18.7,929.22,1951,94.3,56.0,40.0,80.1,2.199,0.42,155.9,38.7,Good,6564.0,,30.9,0
FLT-0011773,VEH-0039,2024-06-25 10:18:04,35.4,123.42,259,93.3,,86.4,82.8,2.22,,55.7,41.5,Poor,6200.0,E-BATT,22.1,0
FLT-0030027,VEH-0101,2024-02-24 14:57:00,22.0,440.27,924,92.0,25.4,69.2,71.3,1.571,3.39,79.7,18.9,Good,6747.0,,21.5,0
FLT-0014914,VEH-0048,2024-06-10 06:41:57,17.9,969.06,2035,94.7,36.3,40.0,103.0,3.884,2.27,63.5,33.7,Fair,5540.0,E-THERM;E-VIB,18.1,1
FLT-0000489,VEH-0002,2024-06-12 05:46:00,9.5,286.71,602,86.3,56.6,76.3,,2.458,,106.1,26.2,Poor,6183.0,E-GPS,21.2,0
FLT-0040977,VEH-0137,2024-11-06 20:41:46,15.3,575.18,1207,95.3,59.9,60.3,66.1,2.237,1.46,58.1,36.3,Good,6398.0,,19.8,0
FLT-0030313,VEH-0102,2024-09-01 10:10:34,36.3,369.57,776,89.3,,75.3,61.5,1.756,5.57,84.5,0.3,Poor,6598.0,E-BATT,11.1,0
FLT-0021447,VEH-0072,2024-05-23 07:37:00,24.6,316.97,665,100.0,24.5,71.1,89.9,3.187,,49.0,35.8,Fair,6144.0,E-THERM,8.6,0
FLT-0029685,VEH-0099,2024-09-19 21:33:12,29.0,816.94,1715,92.1,2.0,40.0,96.9,3.955,5.18,62.5,31.7,Poor,6046.0,E-THERM;E-VIB;E-BATT,19.8,1
FLT-0007047,VEH-0024,2024-02-06 00:58:16,16.5,136.68,287,91.2,18.1,82.7,92.9,3.791,5.62,114.9,9.8,Poor,5759.0,E-THERM;E-VIB,34.3,0
FLT-0032339,VEH-0108,2024-10-06 20:22:00,12.8,528.3,1109,93.0,66.1,62.9,71.3,1.703,0.87,65.0,37.7,Poor,6231.0,,28.5,0
FLT-0007259,VEH-0025,2024-04-17 03:11:00,34.5,748.71,1572,100.0,2.0,50.6,62.5,2.059,3.72,72.5,3.5,Good,5789.0,E-BATT,14.3,0
FLT-0023906,VEH-0080,2024-05-23 19:11:33,14.9,675.02,1417,93.8,37.2,51.9,86.4,2.729,4.82,68.9,33.0,Good,7047.0,,7.1,0
FLT-0016215,VEH-0053,2024-06-08 19:28:11,25.1,209.26,439,95.1,40.4,81.1,63.3,2.617,0.8,121.4,1.8,Fair,6089.0,,23.5,0
FLT-0023437,VEH-0079,2024-01-15 15:32:36,21.1,663.26,1392,94.1,41.9,50.6,81.9,2.984,1.25,62.9,36.6,Poor,6252.0,,22.7,0
FLT-0029763,VEH-0100,2024-02-13 09:28:27,8.7,195.56,410,98.2,76.7,85.2,57.6,1.741,2.04,59.9,8.3,Good,5996.0,,3.5,0
FLT-0018215,VEH-0061,2024-02-07 03:38:33,17.8,525.33,1103,100.0,23.6,59.6,81.2,,5.63,96.1,1.9,Good,6161.0,,2.0,0
FLT-0031442,VEH-0105,2024-04-26 18:38:23,34.9,566.08,1188,100.0,2.0,60.1,,2.017,4.84,76.0,5.4,Good,6356.0,E-BATT,21.1,0
FLT-0017265,VEH-0057,2024-09-06 18:35:49,32.4,110.31,231,97.6,2.0,90.0,71.5,1.923,3.43,118.2,24.1,Good,6837.0,E-BATT,7.0,0
FLT-0029236,VEH-0098,2024-05-27 18:10:21,31.3,627.75,1318,100.0,20.5,54.2,78.9,2.206,1.61,33.5,27.6,Poor,5618.0,,34.4,0
FLT-0001045,VEH-0004,2024-04-07 12:11:09,10.4,193.93,407,94.4,57.8,80.9,,2.998,3.87,104.7,5.1,Poor,5817.0,,5.6,0
FLT-0025151,VEH-0084,2024-07-05 17:51:00,28.8,464.0,974,100.0,14.8,65.3,74.3,2.806,2.77,61.5,11.8,Good,6531.0,,4.3,0
FLT-0027390,VEH-0092,2024-07-21 00:54:59,8.1,151.44,318,87.1,57.6,83.6,85.8,2.989,4.16,135.0,34.6,Good,6753.0,,7.9,0
FLT-0018362,VEH-0062,2024-04-22 19:22:39,13.1,120.19,252,100.0,52.3,83.9,84.6,3.642,3.83,136.1,32.1,Fair,6190.0,E-VIB,21.4,0
FLT-0039150,VEH-0131,2024-06-26 21:15:39,24.7,927.37,1947,95.4,42.8,40.0,70.5,2.406,0.62,70.4,20.3,Good,6022.0,,31.5,0
FLT-0036682,VEH-0123,2024-04-16 07:54:00,33.1,640.14,1344,100.0,2.0,50.7,88.8,3.301,4.66,137.4,7.6,Poor,6036.0,E-THERM;E-BATT,18.6,0
FLT-0019416,VEH-0065,2024-06-29 23:43:54,37.9,830.04,1743,94.2,2.0,42.2,70.4,2.324,,120.5,27.7,Fair,6513.0,E-BATT,23.4,0
FLT-0024745,VEH-0082,2024-06-06 19:22:21,37.9,915.4,1922,92.6,2.0,40.0,83.1,3.46,4.76,38.0,4.6,Fair,6506.0,E-BATT,1.0,0
FLT-0031863,VEH-0106,2024-08-27 10:46:56,19.4,406.27,853,98.8,55.4,63.6,90.9,3.59,0.34,84.8,33.8,Good,6860.0,E-THERM,2.7,0
FLT-0021300,VEH-0071,2024-05-27 17:33:53,7.6,792.52,1664,94.5,69.8,40.5,84.7,3.253,2.76,133.5,16.1,Good,6190.0,,14.2,0
FLT-0037279,VEH-0125,2024-05-02 05:34:00,14.1,514.25,1079,97.1,69.6,64.1,64.0,1.735,,113.3,28.2,Fair,5788.0,E-GPS,21.5,0
FLT-0022242,VEH-0075,2024-03-28 00:00:00,30.9,819.76,1721,88.5,12.7,43.4,70.9,2.082,1.59,123.9,19.9,Good,6068.0,,1.6,0
FLT-0019255,VEH-0065,2024-10-03 18:39:37,16.2,777.17,1632,91.4,40.5,48.1,69.2,1.75,3.74,53.0,14.2,Fair,6367.0,,12.8,0
FLT-0015701,VEH-0051,2024-05-03 20:36:39,26.4,202.91,426,94.5,2.0,80.3,89.1,3.438,5.1,76.5,34.8,Good,6255.0,E-THERM;E-BATT,11.6,0
FLT-0001828,VEH-0007,2024-09-03 22:49:25,18.2,122.82,257,97.9,64.0,89.0,68.1,1.672,0.3,68.3,38.2,Poor,6017.0,,6.2,0
FLT-0008973,VEH-0030,2024-05-21 11:58:00,37.3,620.11,1302,92.9,2.0,51.2,88.7,3.148,2.55,158.5,22.1,Good,6522.0,E-THERM;E-BATT,6.6,0
FLT-0038508,VEH-0129,2024-06-22 21:15:08,36.9,549.88,1154,97.2,2.0,54.9,97.0,,5.48,81.2,33.8,Fair,6839.0,E-THERM;E-VIB;E-BATT,12.6,1
FLT-0023249,VEH-0078,2024-05-18 23:11:11,31.8,273.96,575,91.5,2.0,74.5,82.5,3.073,2.0,105.5,1.2,Fair,6312.0,E-BATT,25.9,0
FLT-0021327,VEH-0072,2024-08-03 04:56:16,25.8,278.22,584,100.0,2.0,75.5,81.2,3.192,5.25,109.3,1.2,Poor,6337.0,E-BATT,10.5,0
FLT-0022712,VEH-0076,2024-06-21 06:22:47,36.2,770.97,1619,99.0,2.0,45.4,78.5,3.263,5.15,57.2,14.5,Good,5903.0,E-BATT,18.5,0
FLT-0012662,VEH-0042,2024-06-07 09:55:00,,431.04,905,99.2,2.0,62.4,103.0,3.969,4.81,133.9,31.7,Fair,6003.0,E-THERM;E-VIB;E-BATT,38.0,1
FLT-0040956,VEH-0137,2024-05-29 00:00:00,29.5,567.65,1192,93.8,16.1,61.1,,2.091,2.35,137.4,32.6,Good,6430.0,,18.1,0
FLT-0030594,VEH-0102,2024-07-20 03:40:52,37.5,471.42,989,92.7,2.0,64.2,68.1,2.34,2.14,52.1,3.9,Fair,6587.0,E-BATT,15.6,0
FLT-0006740,VEH-0023,2024-09-16 15:29:14,16.7,921.29,1934,93.9,39.4,40.0,74.6,2.817,3.5,153.4,17.1,Poor,6391.0,E-GPS,1.9,0
FLT-0019428,VEH-0066,2024-01-03 14:45:55,25.1,739.96,1553,96.1,5.0,52.6,60.8,1.505,5.57,98.5,2.8,Good,6364.0,E-BATT,4.9,0
FLT-0013622,VEH-0045,2024-04-06 08:14:00,27.0,753.13,1581,94.4,18.2,51.0,66.8,1.331,3.16,80.5,37.4,Good,7253.0,,4.0,0
FLT-0011840,VEH-0039,2024-08-13 12:48:00,34.0,145.72,306,90.2,2.0,83.9,84.3,2.95,3.13,72.5,28.4,Good,6165.0,E-BATT,6.8,0
FLT-0003036,VEH-0011,,30.5,447.84,940,100.0,10.2,67.5,71.0,2.071,2.95,33.7,24.1,Poor,5966.0,E-BATT,42.3,0
FLT-0010178,VEH-0034,2024-04-02 01:31:00,34.6,292.36,613,100.0,,73.3,,2.958,,119.7,36.8,Fair,7080.0,E-BATT,19.8,0
FLT-0026913,VEH-0091,2024-03-06 16:56:12,30.6,844.08,1772,96.4,2.0,45.6,58.8,1.894,5.2,119.8,10.8,Good,6477.0,E-BATT,8.4,0
FLT-0003281,VEH-0012,2024-02-14 05:04:56,25.5,412.13,865,91.4,10.2,68.5,75.9,2.917,3.3,85.7,32.6,Good,,E-BATT,34.8,0
FLT-0036620,VEH-0123,2024-10-03 15:34:30,20.9,619.14,1300,98.4,8.7,53.0,93.3,3.515,5.45,105.3,37.4,Good,6145.0,E-THERM;E-BATT,16.5,0
FLT-0013110,VEH-0043,2024-07-10 00:00:00,24.6,628.49,1319,99.0,33.2,54.3,75.1,2.887,1.95,102.9,22.5,Fair,5309.0,,17.8,0
FLT-0000264,VEH-0001,2024-07-20 09:17:00,12.2,325.05,682,92.5,46.4,69.5,90.9,4.25,3.86,87.3,19.5,Good,6034.0,E-THERM;E-VIB,14.4,1
FLT-0009829,VEH-0033,2024-02-16 01:48:39,14.0,89.19,187,95.8,49.2,90.0,78.6,2.906,3.9,93.5,32.7,Good,6163.0,,12.7,0
FLT-0027253,VEH-0092,2024-04-22 10:43:17,27.4,108.88,228,100.0,11.7,88.4,82.9,2.485,3.56,107.7,35.7,Good,6136.0,E-BATT,10.9,0
FLT-0001016,VEH-0004,2024-06-14 00:00:00,17.0,182.46,383,99.3,,82.1,75.0,2.762,3.68,152.3,10.2,Good,6390.0,,19.5,0
FLT-0019386,VEH-0065,2024-06-08 18:32:00,10.9,820.36,1722,98.7,62.6,43.3,67.3,2.701,3.72,33.1,2.9,Poor,5740.0,,12.6,0
FLT-0038458,VEH-0129,2024-05-18 00:00:00,6.8,532.7,1118,99.2,72.1,56.9,94.5,3.797,4.42,60.7,37.2,Good,6203.0,E-THERM;E-VIB,7.6,1
FLT-0018126,VEH-0061,2024-05-05 03:46:51,28.2,493.33,1035,89.6,2.0,63.2,84.2,2.632,4.02,111.3,29.8,Good,6890.0,E-BATT,3.9,0
FLT-0005445,VEH-0019,2024-04-16 16:15:09,4.8,595.6,1250,92.4,74.7,58.5,82.9,2.585,4.93,67.9,28.6,Fair,,,3.0,0
FLT-0040635,VEH-0136,2024-04-22 11:22:00,11.4,237.83,499,91.1,54.4,83.3,72.5,1.705,4.21,104.9,34.2,Good,5651.0,,19.3,0
FLT-0031533,VEH-0106,2024-01-23 06:02:01,31.3,296.41,622,91.7,13.4,76.3,73.6,2.219,1.69,141.6,33.5,Poor,,,19.6,0
FLT-0024359,VEH-0081,2024-06-17 19:26:00,26.9,408.51,857,97.9,35.2,64.6,81.9,3.28,0.68,145.5,10.9,Good,5632.0,,31.0,0
FLT-0041397,VEH-0138,2024-09-13 23:24:03,18.5,384.25,806,93.7,56.7,70.4,76.1,2.424,0.4,147.4,33.3,Good,6101.0,,3.9,0
FLT-0036814,VEH-0124,2024-01-29 00:09:15,29.8,482.03,1012,94.6,2.0,67.2,63.5,2.395,5.3,118.4,6.3,Good,5882.0,E-BATT,16.8,0
FLT-0000965,VEH-0004,2024-05-09 12:25:00,15.1,165.7,347,96.6,51.6,84.2,75.9,2.305,2.84,102.0,11.3,Fair,6186.0,,15.5,0
FLT-0010200,VEH-0034,2024-04-19 01:00:56,15.3,299.43,628,100.0,32.3,72.5,84.8,3.454,5.63,134.5,4.3,Fair,6204.0,,0.4,0
FLT-0030570,VEH-0102,2024-04-07 05:56:59,14.4,463.25,972,92.9,58.7,65.3,69.6,2.359,1.31,107.6,20.1,Good,6443.0,,23.0,0
FLT-0004896,VEH-0017,2024-08-26 00:00:00,7.0,320.43,672,94.1,74.8,69.6,84.1,3.6,1.55,95.1,8.2,Good,7239.0,,26.0,0
FLT-0009444,VEH-0031,2024-08-18 12:46:26,32.2,595.68,1250,95.2,8.8,49.3,93.1,4.136,1.04,30.2,15.9,Poor,5778.0,E-THERM;E-VIB;E-BATT,2.5,1
FLT-0026021,VEH-0087,2024-07-14 07:06:30,,704.31,1479,97.8,7.3,47.8,80.9,2.456,1.06,111.8,16.2,Fair,5991.0,E-BATT,3.0,0
FLT-0025835,VEH-0087,2024-06-03 20:34:05,19.1,637.59,1338,96.3,23.9,55.1,72.1,2.574,5.0,107.8,5.0,Good,,,14.0,0
FLT-0038834,VEH-0130,2024-06-28 12:45:07,6.4,184.79,388,97.6,83.2,79.7,69.5,3.172,0.62,109.3,6.3,Poor,5805.0,,35.5,0
FLT-0000514,VEH-0003,2024-03-08 10:16:13,37.8,356.08,747,99.6,2.0,71.0,70.3,2.536,,59.8,20.3,Good,6339.0,E-BATT,28.3,0
FLT-0029568,VEH-0099,2024-06-27 00:00:00,33.3,773.04,1623,93.0,2.0,42.5,96.6,3.301,5.3,69.8,33.0,Good,5841.0,E-THERM;E-BATT,47.8,1
FLT-0021490,VEH-0072,2024-06-22 23:13:42,36.3,333.03,699,98.6,2.0,69.4,93.5,4.334,4.8,43.3,12.4,Fair,6331.0,E-THERM;E-VIB;E-BATT,4.8,1
FLT-0017833,VEH-0060,2024-10-03 15:36:02,,330.91,694,96.4,,76.4,71.7,1.546,2.05,47.5,32.4,Poor,5687.0,,12.5,0
FLT-0039346,VEH-0132,2024-02-26 07:29:00,18.3,601.81,1263,94.0,13.6,53.8,92.4,3.966,5.63,81.5,33.5,Good,6025.0,E-THERM;E-VIB,28.2,1
FLT-0028716,VEH-0096,2024-08-27 17:33:17,31.3,154.68,324,100.0,2.0,81.9,86.7,3.343,4.78,130.9,14.1,Fair,6512.0,E-BATT,20.2,0
FLT-0036562,VEH-0123,2024-01-31 11:36:28,5.3,598.35,1256,91.2,70.6,55.2,87.8,3.214,4.7,114.7,32.9,Good,6857.0,,21.8,0
FLT-0020483,VEH-0069,2024-04-05 19:22:47,29.7,705.94,1482,94.8,9.3,47.7,76.2,2.816,2.18,106.5,10.0,Fair,6319.0,E-BATT,18.4,0
FLT-0012651,VEH-0042,2024-06-29 17:14:00,13.9,427.04,896,100.0,65.7,62.9,81.7,3.535,0.91,58.8,13.6,Poor,6691.0,,25.9,0
FLT-0001287,VEH-0005,2024-03-25 00:00:00,30.4,773.83,1625,95.3,2.0,42.4,92.4,3.667,5.62,62.4,7.8,Poor,6027.0,E-THERM;E-VIB;E-BATT,33.0,1
FLT-0012063,VEH-0040,2024-04-10 13:56:00,7.6,340.99,716,100.0,76.8,71.0,82.4,3.052,2.65,154.9,30.8,Poor,6552.0,,2.4,0
FLT-0036688,VEH-0123,2024-04-20 07:52:00,7.0,640.86,1345,94.3,65.8,50.6,88.5,3.248,4.71,143.1,12.0,Fair,6009.0,E-THERM,8.1,0
FLT-0029350,VEH-0098,2024-08-20 19:29:00,32.6,668.1,1403,94.9,2.0,49.8,78.3,3.265,3.05,92.4,4.7,Good,6380.0,E-BATT,4.0,0
FLT-0016012,VEH-0053,2024-03-17 11:44:59,12.4,141.87,297,94.3,55.5,88.8,64.8,1.773,3.84,137.3,6.3,Good,6769.0,,22.7,0
FLT-0002055,VEH-0008,2024-02-23 00:00:00,37.5,453.6,952,94.0,2.0,69.6,68.1,1.78,,111.8,4.6,Good,5770.0,E-BATT,9.3,0
FLT-0036560,VEH-0123,2024-01-30 00:00:00,34.7,598.07,1255,96.8,16.9,55.3,69.4,,0.93,108.4,11.5,Poor,6150.0,,26.7,0
FLT-0024350,VEH-0081,2024-06-12 03:44:00,35.0,405.36,851,91.6,16.6,64.9,71.0,2.827,0.27,44.5,10.2,Poor,6198.0,,21.7,0
FLT-0001446,VEH-0005,2024-07-14 14:37:42,27.4,826.83,1736,95.9,2.0,40.0,93.1,4.494,5.64,111.0,4.0,Good,6821.0,E-THERM;E-VIB;E-BATT,36.8,1
FLT-0030277,VEH-0101,2024-08-14 07:46:24,13.6,530.22,1113,98.0,49.3,59.3,82.4,2.922,3.94,120.5,3.0,Fair,6587.0,,4.7,0
FLT-0036866,VEH-0124,2024-03-03 08:17:34,13.3,501.11,1052,89.7,39.5,65.0,,2.219,5.28,151.4,37.4,Good,6248.0,,12.4,0
FLT-0032577,VEH-0109,2024-05-18 00:15:00,19.5,105.86,222,96.8,,87.4,72.9,2.532,1.66,103.5,16.4,Good,5707.0,,6.5,0
FLT-0006806,VEH-0023,2024-10-30 08:20:00,22.8,941.42,1976,96.8,2.2,40.0,84.7,3.161,5.44,128.6,9.8,Fair,5894.0,E-BATT,25.0,0
FLT-0027411,VEH-0092,2024-06-08 22:35:01,24.5,158.76,333,97.9,16.1,82.8,73.2,3.204,3.38,110.6,14.5,Good,6005.0,,18.7,0
FLT-0023425,VEH-0079,2024-07-01 15:32:54,15.3,658.2,1382,94.2,33.8,51.1,80.1,3.511,4.76,128.9,28.2,Fair,6128.0,,32.6,0
FLT-0014410,VEH-0047,2024-06-03 16:02:41,15.0,134.99,283,98.4,33.8,84.7,80.5,3.497,5.76,134.5,5.5,Good,6106.0,,20.9,0
FLT-0000527,VEH-0003,2024-03-16 10:24:43,27.8,361.02,758,97.5,2.0,70.4,87.2,3.08,5.16,56.2,24.7,Poor,6892.0,E-BATT,4.4,0
FLT-0031061,VEH-0104,2024-11-04 10:57:27,15.4,890.16,1869,100.0,48.6,40.0,,3.6,3.04,115.2,34.6,Good,6077.0,E-THERM,6.8,1
FLT-0012106,VEH-0040,2024-07-05 22:49:56,33.0,355.24,746,100.0,21.8,69.4,73.0,2.652,0.94,125.0,30.6,Good,6312.0,,5.2,0
FLT-0041406,VEH-0138,2024-09-19 19:54:00,37.6,387.43,813,91.1,2.0,70.0,80.2,2.608,4.25,107.0,20.8,Fair,6218.0,E-BATT;E-GPS,15.1,0
FLT-0004002,VEH-0014,2024-06-18 19:35:07,4.6,708.39,1487,89.8,79.2,49.0,70.7,2.484,1.02,119.8,4.6,Good,6027.0,,2.0,0
FLT-0041648,VEH-0139,2024-05-18 02:14:54,37.0,338.58,711,94.9,2.0,72.6,79.5,2.727,3.63,72.2,24.8,Fair,6161.0,E-BATT,13.7,0
FLT-0006262,VEH-0022,2024-04-03 19:08:19,16.4,252.62,530,96.4,51.3,78.6,70.2,2.2,2.25,151.5,12.1,Poor,6418.0,,10.8,0
FLT-0040586,VEH-0136,2024-03-23 15:40:35,22.0,221.44,465,90.1,18.2,85.1,52.9,1.901,4.54,94.1,6.9,Good,6116.0,,12.1,0
FLT-0004922,VEH-0017,2024-09-15 23:25:00,37.7,329.79,692,100.0,15.4,68.6,80.9,3.395,0.38,110.1,6.7,Poor,6149.0,,13.0,0
FLT-0007295,VEH-0025,2024-11-05 11:25:08,31.0,761.05,1598,96.8,2.0,49.2,,2.032,5.24,96.4,41.4,Fair,6173.0,E-BATT,24.0,0
FLT-0000619,VEH-0003,2024-05-20 23:14:00,33.1,394.3,828,94.9,2.0,66.8,84.2,3.406,4.57,56.4,14.0,Good,6952.0,E-BATT,36.2,0
FLT-0001476,VEH-0006,2024-02-08 09:17:00,19.2,656.57,1378,95.9,23.3,57.0,71.3,1.967,5.75,35.6,30.0,Good,,,2.7,0
FLT-0003940,VEH-0014,2024-02-05 09:32:12,20.5,687.15,1443,95.8,41.4,51.3,73.4,2.369,2.02,50.6,26.7,Fair,5978.0,,28.7,0
FLT-0021640,VEH-0073,2024-04-04 21:56:49,34.5,867.38,1821,88.1,2.0,40.0,77.2,2.74,2.53,72.1,7.9,Good,6235.0,E-BATT,24.6,0
FLT-0004441,VEH-0016,2024-03-15 21:41:00,19.8,506.61,1063,100.0,36.7,65.0,70.2,2.098,3.84,56.5,35.4,Poor,6839.0,,32.7,0
FLT-0029548,VEH-0099,2024-06-14 02:47:20,20.0,766.39,1609,100.0,55.3,43.2,74.4,2.857,0.59,151.9,6.7,Good,5995.0,,13.7,0
FLT-0017801,VEH-0060,2024-02-19 03:39:00,11.4,320.24,672,88.7,64.0,77.6,55.9,1.284,1.26,138.2,0.6,Fair,6458.0,,2.1,0
FLT-0038057,VEH-0127,2024-11-09 13:21:00,5.5,553.48,1162,91.7,72.7,53.6,97.7,3.744,2.92,81.8,5.7,Good,,E-THERM;E-VIB,1.5,1
FLT-0002532,VEH-0009,2024-06-13 17:57:47,21.3,603.93,1268,100.0,31.7,52.3,89.8,4.04,2.65,43.9,25.1,Good,7084.0,E-THERM;E-VIB,4.3,1
FLT-0036977,VEH-0124,2024-05-15 15:30:01,32.6,539.19,1132,98.9,31.4,60.9,70.1,1.995,0.61,93.5,29.5,Fair,5570.0,,19.7,0
FLT-0004219,VEH-0015,2024-03-04 05:53:28,8.6,652.33,1369,91.4,75.2,56.8,54.1,1.409,0.5,157.9,0.5,Good,6172.0,,6.1,0
FLT-0024840,VEH-0083,2024-09-02 09:42:36,26.6,245.78,516,92.1,2.0,80.6,73.0,2.766,,72.3,3.7,Good,6989.0,E-BATT,22.9,0
FLT-0008105,VEH-0027,2024-06-29 19:17:24,21.7,155.83,327,96.9,27.0,86.1,74.0,2.006,,60.0,38.1,Fair,6784.0,E-GPS,9.9,0
FLT-0010250,VEH-0034,2024-05-20 07:17:00,36.7,317.89,667,99.1,2.0,70.6,95.2,3.568,3.74,41.1,32.9,Poor,6277.0,E-THERM;E-BATT,15.8,0
FLT-0002547,VEH-0009,2024-06-25 19:38:00,,608.78,1278,97.5,2.0,51.7,88.8,3.517,3.0,62.9,40.5,Fair,6145.0,E-THERM;E-BATT,1.9,0
FLT-0041674,VEH-0139,2024-06-03 00:00:00,5.6,347.1,728,96.9,84.7,71.7,68.8,2.356,0.71,57.5,15.8,Good,6306.0,,21.5,0
FLT-0033845,VEH-0113,2024-02-14 07:30:36,26.1,218.85,459,100.0,40.5,80.5,,,,93.5,40.3,Good,6371.0,,1.7,0
FLT-0019904,VEH-0067,,23.6,136.97,287,96.3,49.6,86.3,65.8,1.747,0.38,49.0,20.3,Good,5798.0,,2.9,0
FLT-0022849,VEH-0077,2024-03-22 07:12:54,19.0,855.19,1795,100.0,17.1,40.0,93.7,3.522,5.7,127.9,38.5,Good,5864.0,E-THERM,37.2,1
FLT-0001979,VEH-0007,2024-06-18 09:39:33,14.4,174.9,367,100.0,40.8,83.2,,3.127,5.54,154.1,41.6,Good,6375.0,,14.6,0
FLT-0041217,VEH-0138,2024-09-05 21:30:04,8.9,324.78,682,96.2,74.9,77.2,60.3,1.832,1.85,113.2,12.5,Good,6881.0,,16.9,0
FLT-0028254,VEH-0095,2024-04-27 17:58:19,27.2,551.01,1157,91.1,2.0,56.6,88.9,3.28,5.04,121.0,21.3,Good,6432.0,E-THERM;E-BATT,1.8,0
FLT-0039785,VEH-0133,2024-02-06 22:27:51,20.2,647.8,1360,95.5,15.6,52.6,88.6,2.688,4.99,56.1,17.8,Poor,5665.0,E-THERM,17.1,0
FLT-0015235,VEH-0050,2024-06-03 12:03:43,35.1,33.4,70,97.5,31.1,96.7,64.6,1.197,0.65,148.8,37.9,Good,,,18.1,0
FLT-0037034,VEH-0124,2024-06-22 10:33:00,17.7,559.62,1175,96.1,25.7,58.6,75.4,3.235,5.15,62.7,1.5,Poor,5739.0,,1.2,0
FLT-0028727,VEH-0096,2024-05-09 01:15:03,19.0,158.66,333,91.9,22.4,81.5,84.0,3.174,3.88,78.8,31.3,Fair,6313.0,,40.7,0
FLT-0022999,VEH-0077,2024-07-01 00:00:00,19.1,909.39,1909,97.5,20.3,40.0,95.8,4.01,4.44,97.8,32.9,Good,,E-THERM;E-VIB,17.4,1
FLT-0034415,VEH-0115,2024-05-03 03:05:03,14.0,648.65,1362,98.3,41.7,54.9,80.2,2.98,5.75,30.9,12.4,Poor,5893.0,,31.6,0
FLT-0020151,VEH-0067,2024-11-24 07:22:02,26.9,223.7,469,100.0,6.3,76.7,85.4,3.397,3.35,51.0,3.5,Good,6073.0,E-BATT,32.1,0
FLT-0030898,VEH-0103,2024-07-09 00:00:00,7.1,865.3,1817,96.6,81.3,40.0,78.4,2.82,0.5,40.1,40.9,Poor,6157.0,,0.5,0
FLT-0028510,VEH-0096,2024-04-10 16:42:00,31.6,80.56,169,100.0,12.8,89.9,73.8,2.004,2.34,132.3,31.7,Good,6743.0,,5.8,0
FLT-0014332,VEH-0047,2024-01-13 02:41:11,31.3,107.45,225,87.5,2.0,87.6,83.1,3.032,,79.5,36.8,Poor,5924.0,E-BATT,10.9,0
FLT-0009005,VEH-0030,2024-10-06 16:21:01,15.0,631.71,1326,100.0,63.1,50.0,84.6,3.572,0.9,74.8,23.4,Good,,,13.7,0
FLT-0031509,VEH-0105,2024-12-06 08:51:00,14.0,590.21,1239,91.2,40.1,57.5,83.7,2.469,4.51,76.4,30.8,Good,5664.0,,4.6,0
FLT-0027219,VEH-0092,,31.6,96.87,203,97.8,8.4,89.7,72.1,2.374,2.66,40.6,30.8,Good,6003.0,E-BATT,13.3,0
FLT-0000792,VEH-0004,2024-10-01 18:23:24,22.1,104.23,218,100.0,34.6,90.8,66.7,1.713,3.31,84.9,6.4,Good,6203.0,,20.8,0
FLT-0025456,VEH-0085,2024-04-08 17:13:00,33.1,208.33,437,95.8,2.0,78.6,86.7,3.456,3.82,117.1,2.3,Fair,6087.0,E-BATT,11.7,0
FLT-0029523,VEH-0099,2024-05-29 00:00:00,20.4,758.24,1592,96.3,38.6,44.2,80.0,,,145.4,25.7,Good,6008.0,,6.2,0
